Id,nsfw_score
I9PFlp9klvg,0.119942039
6LkxGYeeDTQ,0.049348485
kf1QBIpW0SA,0.775075257
jtwCZENdB44,0.136601701
kwX6uGxEpXA,0.196932092
sJQgafHp2Uo,0.825588703
qtvupAwMBHg,0.034219407
Hia6-o3j52M,0.008575665
r6-0MKSnLTE,0.460016072
R_x3auIpA3I,0.054560028
BBKp8XYwBTE,0.005381522
A4urmKSsCVQ,0.030064331
7k-e4XnlkcI,0.17515637
0r-r8tQsS1o,1.50E-05
n2tHHAY_ebs,0.223443702
GOY1N7Myq0E,0.00207742
YrPw6z_q1tc,0.025654266
2BB6b2EDwbE,0.011276723
uOCzcBVHZxQ,0.00033524
SdHPSJrmeGo,0.011102797
6vVFNCBY8vc,0.316770047
n_euNIYx_aU,0.798151851
mqbqw05zDlA,0.15014717
dI3jB_cfLwg,0.007443806
zB825kGM-ac,0.009196562
fRU-U76qKn0,0.832343459
BhJEJlimaBk,0.055850822
89Oyel6DKQ8,0.019851955
WFovbYWHdFA,0.002227192
MvS5icqTHCw,0.009317748
7UYAYGdXsV8,0.014569189
EOsD6x81lZ0,0.254232496
tIl0-3DdF_w,0.035986781
6QdgGMVHwsU,0.001367901
QGvYcMCKRXA,0.020574491
O5myQ8EnNhg,0.004958772
uCtFMrAGoRI,0.006745204
Y0wBvpFO1NU,0.004385384
KXI3URwp1uE,0.079090871
_cayUX0lJFU,0.330797285
3mcp88hzn20,0.004001086
WMop9-gErOM,0.002383565
Gsyvh8V9tqU,0.750864923
Kj5cI9RtQdI,2.28E-05
7Y0tYfezbi8,0.744985759
l52ONWDTm9U,0.001704879
YgjtT1rlkRY,0.006034275
U4Ppp_NZdvg,0.85578078
VfuDgJ7st4I,0.024032753
X87FWwyOsuI,0.152837217
BL48Frq-iAY,0.006746328
EVzMAlIncRw,0.00311305
BtEAMQNQOjc,0.001199019
wpbrqQuwUBo,0.030336481
bRYugOIUw2A,0.841998875
_o4ISLzIiHE,0.151116326
XifUWyjSCLI,0.000958222
tKfMojGVAWQ,0.001590662
D8UUFby2so0,0.021780318
tik7rySHI2w,0.006951174
W9yQ3SU3GoA,0.009028706
NMy_wzvpaqA,0.138288558
XN6s23QWygo,0.141882613
Ee9cllNn9XI,0.000674784
lEg8PqeeXLQ,0.421516478
n3IY-a8763M,0.02319121
K1foe7sRjAU,0.052802265
3NncqkwyEmQ,0.094204985
YjAIc3jAVu8,0.014550005
TYYjt4ECVmk,0.015691211
Hi8jHHPiZaE,0.027307782
6-yymQ_dMBE,0.000344998
SxGj8rZomtU,0.179543108
dHJTIo9g18A,0.6609115
wboG3ExrUjY,0.130139843
NJ4XjEuERM0,0.000383558
fjtZyhYp9eQ,0.001946475
66S3ugIwGaE,0.004200221
QL97Qn25pIQ,0.201433957
zegW1e8lJ8M,0.088181585
Je72PQKPs5A,0.000505058
o6ledQqG6As,0.01339297
Ysq_bj5GkBw,0.000576267
VvTWhZnqPkw,0.20448415
Mrm1dTozEqQ,0.010633226
wU401fpp3AI,0.077747956
iBPwA2aluws,0.00093491
XS2f-PC0_BU,0.00763678
X9fKZS7pG8c,0.180306628
xT_0aao__dY,0.004467553
_b66C3TnFIU,3.22E-05
zjRXbg5ma9Q,0.000478842
4l3X9CXZWnA,0.002158769
STFzm_PZpEA,0.306614816
ajUdFSurHOU,0.008575863
TG75K9GyG98,0.018838532
mpiQFtSWLC8,0.11282593
kN-4kcFv2xk,0.019000985
fEcsJlt3k2Y,0.026734754
yrEeuKmUgAw,0.050262168
t4nqU9isIIY,0.00941757
Wk-aolsKfDM,0.027720224
QbJug7spQWs,0.516751468
0yIR_D2pyoY,0.054683417
U06qLevpTAg,0.005660582
JLhE-s2TkxY,0.069507316
SiTchaC_8YU,0.002522168
gF2EBc8oHuo,0.000427763
YIbJgXkc7jE,0.417803109
EbDn9l7pqk8,0.047077358
onyu55xp4gM,0.076358169
x9TAFSAf13Q,0.254643559
eF06FlFDkq8,0.001070862
gLpa3N0XrFE,0.001162949
Ryv3oE-1qlM,0.010617631
Y63CWQOyh90,6.13E-05
9znMqdcB3Ek,0.443119794
ry_UwU57RoE,0.00316606
aQiy3rrlgNI,0.003951231
D2A1UgsCf38,0.761979878
F2gPNB3KoYw,0.044639669
Fl0F-iA6-0Q,0.040139776
YYKr6eRI9c4,0.009826687
V3vUBJ1a-mw,0.004354335
EKVZD9ECxWU,0.031386632
sEUFr74xiDw,0.024916321
YrYNmrJpHGQ,0.226073995
xgYR8lddnL0,2.97E-05
2uhkXtH6yQk,0.038616896
uc7EEaJFKvM,0.716099322
qHJ3UYFdZoU,0.012995885
x_TOD00eFWs,0.007583178
AlxufqfsgyY,0.012736792
4qNp-XzFycs,0.033295959
21cXgy0mJeo,0.004071681
46HzSEtIYk8,0.098046578
jG4b9zsSZko,0.418900073
sqCV_yK8Rw4,0.173249796
VGksTcxnrV0,0.077665292
uhnt7hVigLA,0.045057349
8GP6g1uuB1E,0.14708367
UDYQSH89t4s,0.044266604
aaLE3oqWru8,0.011675213
eoj6TNr8Wqg,0.000178125
f5UnCe7-J54,0.004370303
tRN0d-ocdVA,0.044607226
rCMqX6zunEw,0.706067204
n5CKYqi9iJU,0.095644906
K2_5M2D8QXc,0.03217984
3B2MH_oan9k,0.006178708
YdTwvWo91Js,0.000890494
2j0ycyblB_0,0.167667225
NIOPWeP9Vv8,0.264030546
rZ4TAx8YtQ4,0.05553792
1kKEM8FIl4E,0.454733104
9tc9YStXtqo,0.007336202
5Ea66E0pvQ0,0.004087909
LFv8fGQ5G6U,0.542901933
AA0F6jBFiYs,0.03841522
vcni1I_UU5M,0.013891106
hgfIndxKGZo,0.798889458
r35b13bewGk,0.000174586
cCs8DgnUf_Q,0.191411167
SIvE67ruebY,0.165275902
XmAXQEN4eao,0.609595358
z6LqN-IyJPU,0.694659114
Buh8YuUlz6w,0.075829409
YzbBIIqXUjs,0.078429431
terRsgZ7PC0,0.027087592
uMaZwKgTsms,0.124664627
N6-TcO5D-Do,0.003394732
88FHqM6_ZsE,0.533505499
tHIPPixqydY,0.020279536
ePCLohnYPsw,0.589296401
qeBfhUlb0-U,0.006572395
OJDqMU3LXJA,0.002507229
98CbLtOKIrk,0.067974985
kgMTOWdDgD8,0.168225169
Uc_ZQX3tY5U,0.967723906
tyz4oMaRvDQ,0.030445362
jnv1SnAoKPE,0.001228346
GbcW94q1YXk,0.000991808
vJZxPM1A_tc,0.00219083
E426Oh4ASFo,0.001001543
8WAnZuq0Bg0,0.09093459
eYYXmO-oMQg,0.010256116
qqE38w9YttU,0.299436927
Gb5AIgUsA60,0.001204218
WeQcHiyrBHo,0.039442413
47MdLoA_qx8,0.000868515
Fq9-xus7Eec,0.087453529
UwRybBXnJTk,0.064415537
OnkjUCm49uo,0.032695446
ROa81L32XGo,0.567478955
SCe0rPErNFw,0.001019959
teZEv3o1Pcw,0.01311187
z3GDY3Cuzeg,0.24080795
tuHd5mAy5ws,0.001520424
8vJTiNhmnsM,0.004549807
pmXpb4u6eEs,0.003121894
eluplP2Akvs,0.080607742
WZaZ_Q5KGbU,0.192013621
JEzPsaY278I,0.000359845
6V88uhFhmTE,0.000592562
NljEyd5jo50,0.009593863
CZDCHjHMdIo,0.052552342
i8ehaDMlZbc,0.019299131
0Ip1OiZXYBc,0.055455014
aGqGQwVMqbg,0.107109375
vO2sa7nsEig,0.000271869
tNNmrhfIpfM,0.00980691
SxaS1qkgojk,0.021364531
aXNyGu0qUnw,0.0341589
YjBTIlNocIY,0.000893804
RbgXnGcwH4k,0.000593802
u4n7rmie-PU,0.096469253
CETVfS4tI7M,0.001165388
v0dbepKswJA,0.542709649
EIMuQXHm05E,0.326963603
A-2zjA5YkkE,0.081813328
SONCm8zlAkA,0.000613405
u-dr0DhyrIk,0.223466188
mqKfDkuNFw4,0.015378491
FtVfjQIJe74,0.006440812
4T1riCSHcBU,0.001032157
j4_KRg1cO2U,0.0060363
eZRI1_DGMZ8,0.035221022
rGMTY8dhzp8,0.011458622
0SmhQnipuWM,0.001964882
EdwotEt6Odw,0.052505448
_ouYSlnEyAo,0.070778653
9ybtnpYwzfU,0.054101039
xBX0-IRuVss,0.022911137
DyJ8jmmvn7Q,0.019718207
APygmp2KRn4,0.499013722
Z8Uw-M0go1g,0.000496418
3hPqf9AorMo,0.192587554
BVDXwYUQiD8,0.001277677
asAoxnPhoyY,0.001436857
NvbqepvyldM,0.009368654
XEbxveIdQC8,0.125542983
Queana34iyI,0.015680598
qygFRG9jRbE,0.00345612
j9-nIMnQf1g,0.108049907
dqyT9Yk0-hY,0.010354143
iiZKTKH1r-0,0.259242475
BzU1T_h_Sog,0.047278553
Vddiu_vjkW8,0.883252442
HW6TIQ-QjPs,0.012450282
OHkg_TGF98Q,0.61342603
BJl6T5DgZ_A,0.177241459
_Nl7U63rizU,0.002747962
4LMs7egZQEY,0.020489492
Y8LlGXH_lkA,0.133659229
_ec3riT9ztQ,0.005575524
1gQ7P4VWqeA,0.004136403
R5Lhj8z3C0k,0.445724636
ErYvtqk0mVo,0.01571274
RIlpwN0oLHU,0.098695956
TSoo96NsTfI,0.0001756
rZ7pcDKG_fw,0.1600447
3EZKccVcAyU,0.021462966
9_nJ712s3ik,0.023403851
qx_Jt9y1yTs,0.001691407
C-fi9JLfpyo,0.034752842
p9SENkRoQdY,0.005142294
GqmFpaUbCNk,0.111447819
vaymQzSw7yI,0.024557721
Fi_0htl4zts,0.018955108
aFk8VSS52IE,0.002196629
Ky3S0zlC0RY,0.046465147
pelfEu5U6WA,0.038802888
Dt_EmFjarz4,0.293079376
yscSCaH9hEQ,0.001377034
gc00hRyIRfo,0.003033137
4QrokaJIyp0,0.022808162
REesCMKkhJA,0.694008827
-3PHReM9AhU,0.024582988
RM2LPxtQYSA,0.620205522
gOhR6iF4XSw,0.044945356
pH3uJy1iBww,0.001089106
YEfsRDnj3iA,0.029875385
-27h3-GA71o,0.158659875
WvxuHJDZ0FM,0.004098059
sQVdP-X6u9I,0.075551048
3Dj7_AQptWY,0.050013278
IuIplESZB08,0.00478514
cb7mdOgBN1E,0.000243138
Az_NMReZ6A4,0.000313095
tSx_XB55lpc,0.068844639
VH8vnBKbTiE,0.00182122
jJSpCBSLyO4,0.002754624
boNC7jfR9vU,0.460263222
P68G-HBdu4k,0.000957903
YB_cA-dFtzA,0.862774134
ptUDm_5slaw,0.111334153
7BGPLwE82Rs,0.001596763
x2oHU1QsHnA,0.021432649
d9_J0KpLsXM,0.032672137
Ln0Q_ZYxSG0,0.034503169
BHj0X95_SDc,0.011179749
NsHytb0XVXo,0.048074149
1laRM-amLPQ,0.017218223
_mBG8O0UthE,0.004089375
yeehl4lsCXc,0.636259615
nOt3utv0fF4,9.15E-05
2Zv4ASYLsvc,0.002027361
4IxOoNGEy4s,0.046191148
UQaHnku3U3o,5.33E-05
gRamVv7_70Q,0.781364262
QcogzeEJ6_A,0.008023228
yBEhuQouHhU,0.480423868
9h8QurU9Yno,0.020309163
lCPvs-m_dS4,0.035745088
wY6qbJWOIG8,0.041133814
7FFK79oKYPM,0.006434998
4fMvHLBp_X8,0.807539046
9PgWdp_NROA,0.002641161
PNIzRFO4LOA,0.029272491
ocpE70uWiiw,0.00513435
KkB_6eyEgPc,0.034204885
onbZFINenZc,0.223594159
bvJUA88eANg,0.264151871
w7192SafojU,0.001273226
2giEpJO1-3E,0.382170051
5VLyc41ugbs,0.011680843
3hewzMN9toE,0.021854727
nl5A1nnxVlY,0.048638429
bxK_Qzb6o38,0.276038527
G5bU02kykSU,0.040531114
3RMFWwcbHNY,0.003562384
7etp79NsENQ,0.04879801
CAS754lFMck,0.01668605
5OeZLu4q2eo,0.002899743
3moby-8zeDM,0.079030916
UfCnl6Hnhqg,0.001401228
pMUMrLDexg0,0.087782845
vrhHHqqP_IU,0.015528748
GrSkiQFhaZ8,0.005913065
St3olzz64gI,0.207236439
6SnhLQmyvas,0.061743725
b_M5LLen8no,0.0122005
ROfhCnjZtMU,0.00010559
5LjAnUjqG5M,0.806468904
TgnutT785IQ,0.156437129
L-IoY9K-cmw,0.000520873
Ltouaa3QDdM,0.212174684
owCOLSynV4E,0.013030507
rDmvQ2e9buA,0.065787591
rJ0FEbftp3Y,0.013178496
rjqMt8hWoWA,0.070413575
lQlMyU01slw,0.001175746
ss9n0MJ4_GM,0.060598925
ZFTKeqasluk,0.005843658
C1UxToNWsno,0.028174875
la-KXs9C01A,0.020040505
tYgWYXRuILM,0.272574961
YrRJfgLItcg,0.426203012
yRxPkrybU2c,0.018006757
48gC1Mb8pLw,0.032914277
MshyLyyBi2c,0.000162954
rVapqbktq84,0.087132774
q2vMinfzJck,0.027120134
h-4hVHTtoQo,0.010374089
j5lykG46sc8,0.045440279
Pqd2fFyECoU,0.291664422
90L5fgCiWqA,0.104240686
wvzoo-Y0k34,0.010474392
IJng56jp-jM,0.244729295
barEjyQqyfg,0.003748071
876y9UPmLKQ,0.00224363
A5M7n90EJBk,0.002155023
_3KpNHfMDfQ,0.025414975
8f0VMXerWBE,0.007882544
wZ7o97HWQEM,0.005005651
AC26nSmFkNc,0.022444485
skM46vuYJeM,0.243198752
1QvFkhCedbk,0.055942088
PVHKk3Tyqzo,0.00842028
W0thh4kvvW0,0.096426778
l4bRfNalqm0,0.000931329
_Nn0ExV_wgE,0.484036535
Ggddc9Osq2Y,0.146606058
NtSlck69mRQ,0.050628029
WAEoLw2aHsk,0.001224797
l-UI0YYtNus,0.015190732
xl9Bpkor5Wc,0.028408805
xDPO_3MKKnM,0.031077053
Ylfq1n-qik8,0.139844805
N9ZJBwMjmlw,0.002538425
LjN42JkO70A,0.050647646
KuWMMkA6ZBE,0.002450221
brZkr1aO9S4,0.002535599
fCH3l1PKPOE,0.529284716
vKpc_NDdzi4,0.561882377
HVMDPGlNw1M,0.528347135
I0JeWHUSciY,0.073702
RjcSQSm96sY,0.898504436
kZNVk3kwhOM,0.030004736
NDErez3u26Y,0.001206995
LkKmQU8pQ4c,0.095099807
416L0Enep34,0.000905535
QrHWKPTvdbU,0.003916996
c8p4DSZZyi8,0.221994221
mmrr3eJ12pw,0.003879716
ahMPo7reM0c,0.039869118
dmIz-kpPHtg,0.007972147
pr82hTcrD7g,0.650728166
Fe8juuzHKEo,0.623247564
SLYyUlF6QIg,0.068475597
ys_r4skG_60,0.90838778
NFETIAaGIy8,0.017561574
Ai27JTVND3c,0.285557091
B8Pw8vJi50A,0.002064041
P_EF2h9iCbg,0.006284585
LyScpnf3VSs,0.037268348
30n1XgTiyTQ,0.092331626
S03k76Q1jQ0,0.315615267
Lht2SvS-_8M,0.101557069
V_WBbEp29YQ,0.002001917
SdUo0R5h3Ss,0.142401636
qRVWqRL7wQ4,0.061739866
OhQrT92Cisg,0.000594558
smjzJdGn-Sk,0.008505406
eKJ436_NvAI,0.376164079
oFzBkbB7pVI,0.063254699
aScjxFH3Evo,0.034779452
_KESSwiCTgA,0.143003389
Z5DfebBdwI4,0.009276419
rEoZP2u1Ax0,0.566452324
aadA-Khl95U,0.706486702
CfZIFK7SXTU,0.366932482
INTY6-pjMiU,0.011172282
xT8B94O4WRo,0.514692068
mESuF1OtYR4,0.039433055
4FAgYIixr3s,0.043850325
QmlEQVkeKw4,0.026060913
iR9cOok0SqA,0.039191056
bYK6FdfrZdQ,0.006509112
Y5UvAXMQSME,0.001983061
u2i58cdq2Hs,0.01096256
ndKz705oKAI,0.11416439
ZVuAQUEflJk,0.000912132
l125CnAcMtk,0.025707301
I9qsHJrFf04,0.428116918
ZoDxqsXCScU,0.028302204
S2zpejnZesc,0.35326457
Wnh8RJlpkI0,0.462718219
9p7nAHuDQ88,0.718567669
RbbAZnMiSaw,0.080725387
HREa33b7A08,3.90E-06
gd9d5w6qmfg,0.006299542
eX6GX53n8Kg,0.000902668
1L2Ibsn-M60,0.030533925
f1m5tx-t3rM,0.490617871
0Deiy7y7BFY,0.153083459
QR7hbvQii2U,0.128966942
XS-hugVTFro,0.022116043
5R28_TcH8AE,0.000141941
hBYYncv93fg,0.054237437
k9aWBwT-z7A,0.029199654
CzxBv_Lssx0,0.029874116
fu2OzlHqU7s,0.03154707
1nUNbzPWQcI,0.000471264
btE3Ce8ENXg,0.057735555
DX4jPopnO2w,0.316095412
OV_g_dKVJIk,0.151817828
VJGYFavRal8,0.001285417
0sLbDuaCO24,0.136939958
9XfYD-xiqbI,0.182151318
L7HppWNYwm4,0.054586302
c5V_11Qb7C0,0.02052748
bMFg0c_T_6I,0.013715178
M8JsHTsfZyo,0.000505121
JlfETAsYAqY,0.036906626
dTk4Ggll5i0,0.009952738
885Pj2P6-Ng,0.004202134
M-u8GHxZcOA,0.008957964
KR2Gtkc2HSM,0.002262141
GmkjOWyoC-o,0.006776048
6ioAt_xuxEc,0.193150848
hmiEJzCHFZk,0.001042073
cOGSoRfnLR4,0.001070758
-2UvTKBIvaQ,0.196518034
QbV5V3yXyDw,0.058651935
nKEV5oayJUY,0.023769137
58iYJSKMTWY,0.109879166
RLeROVhSGX0,0.218742803
usw_RWXAHSs,0.045399882
y-vpz3zNYek,0.009668864
TDXydRiO-3E,0.038657881
OfPhTNeuBxE,0.049573224
dF7u-PfusME,0.000685272
k1FBbKUsLAs,0.001248013
FSqiaGmLfMw,0.349850029
M74TovjZAbU,0.012011741
EDtCfgRBObA,0.01535379
Bamv20VT32A,0.130313694
F7YL_cZx5uE,0.87527138
Xm5MuDw2Hzw,0.023923635
sDzlEMxovxI,0.024886658
afn-mfcMrUM,8.37E-05
gjyNkTn5mvs,0.11092823
FFZoUI9Ikp4,0.000334338
JQa2I5RQyrI,0.26414907
YB7R6SOj8Bo,0.088094808
_S3QjNKMG74,0.005323379
2nnAcJg0o00,0.214533433
HxILhW9F7NU,0.001851448
Sm1j5KJkQaU,0.005531027
Hu3ExP4QeU0,0.030776942
r6tMi8RC79c,0.000461376
EfI2v0YVhOs,0.398399234
bnCnFd1fwxA,0.007579091
tb6CjCfa9yM,0.024132293
27nT550dXLc,0.001576135
HEHWc941Md8,0.063502893
TCNAoxM6Tq4,0.018659372
_1SUoCEEBu0,0.040606245
u9AV3PzhYvw,0.011134109
Uvdnf-eq0D0,0.004734313
rsL1X5wLvY4,0.039681572
FRm_0DEe9aM,0.130396128
vv80kJG40LE,0.000838684
xfPlOI2tRC4,0.381986797
xt4KTEt_qoo,0.008499035
8I4i09powqQ,0.394430369
sypZlp2QTCg,0.749876797
Lmubu-Mz3Nc,0.019571617
VLsCJnPA_C4,0.388625562
tALhV3tD9w0,0.025862524
zR5FJE9b6gI,0.008077557
CzZTwym2LuI,0.003721465
L5MVvLTYsuY,0.002851868
Qqr4nYHubbw,0.24953714
mw2K2BdIm8k,0.041681159
Dx702oT1KJA,0.019238425
ROVBs6Y3GbQ,0.039036721
yvGgjscaR6w,0.000179621
iC1kN4MplPU,0.003780474
n7O1wZqyBAk,0.063466795
NStZw4n9qN0,0.016359562
G41bn3kz6a4,0.001198579
Lr3Rm1jnZ0I,0.001466664
o0rJAtCcIOQ,0.121010095
_y-DUDZ3Rr4,0.114266202
lcVP6FHJjfI,0.07183893
UMtx4eA-Pgs,0.001464493
YxAyyr-dX7U,0.033619717
pWsFSOa5d6Y,0.073106736
0lP6qRK6tcA,0.019130515
Xse6cC-VUac,0.004809462
upccSBBo7eY,0.003443144
IRVwdy7slss,0.063972771
xJ5BoevCHiQ,0.036295906
kWTR1wxV5sc,0.016928859
e6OfFfllaXg,0.002287389
fn6y0mTnQcM,0.022058118
iSly8F9HSYQ,0.164746761
ETf7n8xg9aY,0.002567678
TyWTB_fbCgI,0.075587526
ihr3pZgJzw4,0.037470721
cRd9kT7A16U,0.005980421
ZjWH5mFtyq4,0.361180782
x2cJ1GixuY4,4.81E-05
YgAsh2lD00c,0.09879785
9unqocJap0s,0.073625177
zLMjpmkSekQ,0.005033462
iHlU36qBgvE,0.00793798
YVSVei1YmJ8,0.006867123
45wqKT9vRoM,0.034307402
a8Gft-vUynE,0.009498728
zyhp7r6j3hc,0.014347883
AjzycMSaeKI,0.006824201
13pz7-Ekv6s,0.863879263
ZSBa8rqXBuA,0.004166877
8lbIt-7UyPI,0.010322578
6JoXGb83cqY,0.003182355
XxYo7teXs9k,0.023733735
3pZI9CpBvk4,0.0003703
aTaY2C1Xq7I,0.0035581
m7sFQh0l-Ac,0.012793066
lTvBHG3Rebc,0.004852349
Rlvhj3-_go8,0.021405788
cA-q0oeOD0c,0.012894507
bPHMwXPA1NU,0.575131476
5lRpNt2P52o,0.004948613
WfGfXwijPJQ,0.229656085
gG6ugIXMymQ,0.090617374
17iZHLcHRJ0,0.006315822
IVLexIeu2a8,0.057080381
zyDrbG5E-X8,0.005286813
sLlI75B2Xic,0.002985106
xwyEQnknK_I,0.038953841
feSEkHnTMgU,0.341769665
_NUYHwkGA7U,0.23265779
x518gnVDzhc,0.004153101
DqZ_xjj_fzs,0.008607357
z5leeq6y68A,0.019931048
zJltsVHpLL8,0.126832411
EEeRaZCqLhs,0.083736166
yauEHEzB1WM,0.012146838
RPtakObROO4,0.156937703
eVKxvmJkHEY,0.061842006
X5s2AlMK6Us,0.622634351
OWOY0XBFaRU,0.020070195
AtJ5vejHs-8,0.038887773
j5VBdXEJoRU,4.97E-05
rF0O-uSwNrE,0.219068497
DWDw0rIiJ6I,0.003710357
kzRrjWj137I,0.000119716
oTa2qsLglCw,0.016185362
tq6a-TK2LM0,0.000145838
PTpua4mKlFY,0.362601936
wS_rgubn638,0.000263074
qysPtachkX8,0.00171611
aEI1Tyf5Lus,0.80470866
QzRhiKWIUSc,0.001734162
dHrmS3TXRYA,0.021309307
EGM46rRAzLU,0.000782118
3MpxLXZ53w4,0.005108497
Ta695g8jgzY,0.000468404
Bjhaa5XpwOM,0.005070795
hT9CjUr0g58,0.321999162
UnWmnAjopdU,0.013575169
O38RZBKTdUU,0.003791418
D1Nqn8RyH4A,0.018011216
kAT0btLZPbU,0.109312713
fgbp4Fd3bfw,0.341390967
A7uSQT8_-94,3.57E-05
OmuKmfKH7bk,0.22839798
AF1j1oBQcI4,0.376327574
dwT3huW_Soo,0.012438865
Nu1-1Q9AKe0,0.60776788
tEO50vQX0CA,0.00036221
Vxk3cBazAJU,0.210025504
Q4W_6VUdwTc,0.011373622
bTHxZ307emA,0.036826439
_lH4objuYts,0.789009273
1QWiFcDLwfY,0.022290509
cMm35_f6Mjk,0.00011661
bPtJrEzGUtg,0.15297325
P9sUu4IAdZw,0.010022169
HQTxwfpI34A,0.010472353
tlvo9gHaZH4,0.168417603
RlbwdyZjA20,3.39E-05
7LEwyxXjhBE,0.012266525
4FkxIVCFmok,0.038112789
Ozl-3RFhyY8,0.000198975
7OGiBeTy-I0,0.006258941
TXnIDaw2mRk,0.021021169
H29vtnyYT9k,0.034204453
32e3-zaao2Q,0.001011011
iZaUGISF0xs,0.000783001
ausgeAZtAWw,0.123052269
QPqLMqsJyAg,0.28033641
TWQmP4sqegA,0.084758334
S-DBfYBCEAk,0.009044757
vIoSBWkqomg,0.237810805
9l-BGYHxtlo,0.001425457
ubcd1lHJVBA,0.030880021
nx4DmvN8ocQ,0.040182974
PCPwPOotrvE,0.031588532
0EpDxpYv_MA,0.343789548
SPuNVfTsaQc,0.121199697
AnMNU6qRo4o,0.112760365
JiusDZ_yCpo,0.001320182
z9ZBbl1rNUs,0.002734603
SvnES9Enoos,0.002032005
sxAeAwMdrHc,0.181930557
BAUEFh7ilK4,0.002289196
1rZEvicCPn8,0.195406467
_NNvb1r9-KU,0.041196752
0Yiwj6Q8_sk,0.012235817
6QBjzTpbD90,0.043310069
LvT6-nlU280,0.119263135
52WMMhuaFK8,0.066926107
peed4WjFSAE,0.000712219
TVDax9KMp08,0.129464477
s0Ln63QR2zM,0.206885666
no-q0MLkMWs,0.15010187
0gij1pVGKEo,0.072128288
aUygwJVVEI8,0.011335168
VVxWs79Di2A,0.114932455
ocwH64sKIaM,0.006372837
s1VNbvIB3P8,0.00283423
L_9mFdYuZMw,0.028767211
yKqD-ObTb_Q,0.201068997
QTY_uzt1tR8,0.008569516
_77Q1MEpMM8,0.011256953
nhhEpQ27eY0,0.004693618
JR1142b2lM4,0.028563742
ormFdwcoxfY,0.010833845
tKe7PWtFFws,0.082796723
7r9L-BjGafE,0.061396796
wXyNnUcNpT8,0.001819336
SiBvqA18e-U,0.00135959
f3j0HC1ruL4,0.016761873
4_CVQL44eIo,0.003593811
FeUowy1mG4s,0.004325834
Z42bTs2I5uw,0.000334732
gQoOj5clWhw,0.802934408
nSgt4PELlkA,0.012746484
6XfK9qPD-Gg,0.019567944
M-MSmj18l7k,0.115880728
WScURFUjCFA,0.00170156
f-WlKMH9788,0.23535192
pfH3wOTQ86w,0.000647092
khcZZcWOeYc,0.004407349
TOJ6L6qBMf8,0.007667007
Jch-E1gdrQk,0.016030418
-24pVbPvUIo,0.240271166
kCQwgnKAhik,0.026863173
atrlKWt2yHM,0.022562949
l8PNxEzvz3g,0.427712262
J-TBfLa3UzI,0.209742814
62rQYwzFhCE,0.056144293
1Eiuut5SRAY,0.001684352
RYEUr3svo_E,0.001753564
Blx0tt6Yl7Q,0.044609036
z6Hi1ZWEQRU,0.396205246
LNLBTHF07Ro,0.916034579
PuG1GTVJ9BM,0.161009207
To9yMQiI1bA,0.034086309
2HiQhK2dVis,2.27E-05
fOTReH3yFCU,0.412804365
pJ_SWZ2jHvk,0.574052989
P3mVJAtchDE,0.002419603
JihTee9Qktg,0.018138016
nfiYh8g7TSk,0.059045013
45RST1oktMY,0.001027333
vtAEXP_0daI,0.010020611
23lUNch2MJ8,0.0230397
uamtBtwl1uw,0.002388995
R2t-BGMjfbo,0.27907297
MUngKzxOlTw,0.008802343
3eb8P1Pf0mQ,0.045538481
1sqiGG8OySs,0.000512681
9ysqjk1mSkw,0.034627046
Prm_A39CSt8,0.072723992
5vQcVRNKjUA,0.004291418
NezYucal_5w,0.235425368
Qoi9ODbxGWU,0.007306724
tNwBUXh0808,0.013141001
DfNkUHZouN4,0.071504734
mPhngIJbV-A,0.050177358
FZ7p9ndv40o,0.14422825
x7xaX6IrZEg,0.094590031
caVB6DWcmpA,0.321034521
N8BDlQnE8oQ,0.013479058
qQSudFosbhs,0.417394906
rfvxi1xJ4vc,0.000205737
NDH8yb8EE8s,0.00931212
oF3fYEWbRcg,0.002211449
JEnpLH_4OIE,0.074797623
fvYqmMTiykE,0.008552672
GPwQAP2kcEk,0.054389849
JGOSnfLfsmo,0.293963134
Hupg-0qdVns,0.003687036
Tv0suPLUcWM,0.00013385
_bfuYZcY19w,0.004473359
yjvOFJTku9A,0.007170331
5yVb35MhKiQ,0.027786577
sTVt5gZVoL4,0.000163634
L2Z_V50jvlI,0.009530908
Il3d3vZrzhA,0.042550642
8QYYCAfEzRc,0.039722368
hC_p_FnIhwo,0.02598048
CGbrfjy51y0,0.091784053
0Hp2bdt7Sfk,0.581850946
XpnIA7J-e2E,0.01157661
F1Ta44ntsvk,0.109090202
KINcLsZsY4Q,0.03935761
X6S7Hm-vsdA,0.634180248
H0sAGYhIgbg,0.047821958
7b-N6xsnuW0,0.436385661
TM_xWRrVgQI,0.00129642
ZoEfxmN-a98,0.00090072
PQPPoZ0p-fA,0.000409911
4hObtpcNsVY,0.389401406
wJ1qkVBYsNs,0.364479929
HSMsupP01eE,0.031097736
tLRpAi5Kjjg,0.09371797
Dhu19xawC2I,0.002509405
WxEhn_naAEU,0.047445845
o4EX728RAe8,0.324838966
SEPdKaXbs9M,0.00033258
wkZ4bul0jgI,0.036772657
UQXHY0jC4oE,0.036800589
FRRCzHehQJA,0.003853899
Bz3Eemvfm7g,0.437867075
7gMgHCaLqkA,0.026718954
eX4fkIXF6-s,0.073078237
hDitKYCsDrY,0.04540205
3Bbc3lrA8Og,0.082824543
