Id,nsfw_score
CkN0gnz-6sU,0.032164611
AHFokxUw7Ns,0.015912961
PMWPGR2cKrU,0.078884058
fTOw5XTsTLs,0.003952932
sm6HzrmuLD8,0.047222674
UYC68NVDYcE,0.00617522
ozJj9usr1Vc,0.000317016
JIgh1cqNdgw,0.006000228
EctFklwNG0I,0.000182845
hUbaTGacI_c,0.149251953
4clIOGcsrKA,0.008898438
6CpgZHDIZRc,0.001760469
1lyChWkScE4,0.010656029
l0QJwf52aLQ,0.131420881
AatfOLHw9gQ,0.006755501
C5IQWaPFkxc,0.008712971
7TOsoFlzdSQ,0.107951574
ja5FdNZE_y8,0.101880617
SIObG1OeTR0,0.179096669
Tim6PNXNk9Q,0.030187966
NeyWH1I29ZA,0.853515565
DoFByDQhong,0.000349992
DRK1vEF7_Lw,0.000247105
dXDKmEaI67c,0.250612229
DUqBKBTnpqM,0.19024083
WP69RxBRE3g,0.155720949
Jci09AknCMQ,0.173765436
r9u5HvYTO3w,0.251999438
yIcUrCdfaAo,0.050852299
EblUxrSwjuY,0.1474251
RdsDVpGrAOI,0.005162345
EEQjJPSqn7k,0.686689258
Rm6LX1iKnlk,0.234238327
EZQAU7UnWgc,0.045542438
GyYICWLkw7g,0.004261704
25Cgw559yFQ,0.011361799
AwVFOwFpeF8,0.003593169
IkMmVUVTUz4,0.001603489
29BG04ASyUQ,0.009364238
kaHtp5-xwtE,0.030103108
fW2uIWTOfMs,0.750157952
bW_75iUYEW0,0.041870724
6d88VUW8tB0,0.663488686
g8Yx4qWzNH0,0.04019982
tTAqECwxJ0E,0.16261375
fB3TCrWfJIE,0.000217661
AhlVpFWhFdM,0.003171208
8x4YXqbjRJo,0.003281251
VUVo-NBs3_w,0.021333069
qRcm_WDEoJE,0.04447297
mOYd8U5-LU8,0.065747216
wtuROJuaoVE,0.006412015
SjSqt4aKJ4c,0.002834144
YKChZdrtn_8,0.004511643
nT7rNU2qw0s,0.067984901
v_T9VU8AbjQ,0.006731439
NlV73h7hs0k,0.004419438
uRNAGgtHF1E,0.091423132
91qXnXdA-aY,0.110432684
23S_CVclwEk,0.538974285
jl22g2IWins,0.006854621
zeFcaZT9Anw,0.033640079
y-CAexoWMZk,0.09108334
Khr-E-hG9Bw,0.024606587
DvijRUSS_ME,0.580947936
zu1DFPvRpEQ,0.00339113
gU876zeQGuM,0.436501741
UOwdIywWL7s,0.007677695
ik6tER7u5Yw,0.288897157
L4p_Hew5uh0,0.15293844
BsfMuHuwoyU,0.007429906
adn5UsllBuM,0.007645552
g-bKcLASaN4,0.396184385
kLOrjCf5ECw,0.731357098
MmN9Erz1YuQ,0.212843746
yfnXYjWU9iw,0.034423232
7XkETj4nEMc,0.018432494
dE-TStKeEfc,0.016551904
4eHz1uYI6GQ,0.019367978
HI_-7W6wyiY,0.267427325
TZXFuP42RUk,0.13739565
YlEeu0mU91k,0.573566854
Zg8fnlU0JO8,0.021273239
aZUPn59Xkgs,0.31433925
p3mx7Fqu5LM,0.009351264
Cj9ohU03-0w,0.260295451
NkpNbeC6O2g,0.019192638
FEr005Cs0mA,0.000511513
YfJKB1HiC_4,0.054755464
5hKeuTdQRhY,0.045246687
h_78Boycnl4,0.008031379
2D7ssYLPJko,0.896655142
T3qUNJoc-lA,0.06124628
q6zhCI12odk,0.000625617
BsL8V_gVesA,0.148569494
2Exnd-BJIv0,0.039358005
bm1fTjYz3qU,0.001254108
y62NXc1Oplw,0.001020706
ZuNSptBNQ90,0.494097412
X1-zHMEq8KE,0.110201307
nqR6_6lzUp0,0.029080901
pU2kuA-6iMU,7.37E-05
5SDTiF7DHMY,0.043821104
gGv2sNWW3fA,0.005094644
wXKkjnfcD0g,0.003167767
FvGiKgSHRO8,0.022892879
0Hp_jfdL0Nc,0.010685255
W7765YG7VAI,0.061021887
Jh7XCtO4_kU,0.003458184
cmVatgXvE44,0.061899375
k4ckcZuOGu4,0.002118353
UihF100e0U4,0.864070773
UAV39MQvKvI,0.001480983
HLXk3P7TI-U,0.002871557
b548RKT6zvs,0.000108038
LsxZ-tVZb6k,0.73294276
hXxRnco9ENc,0.136796698
c7JLk2xD7Y0,0.272701085
ckvPyhbCgxI,0.162987679
cyMVX0CM4UQ,0.006131806
5YQjQHf8HZM,0.001149117
ZsC07m5hYo8,0.14839308
iF7qJ7EBYO0,0.072653666
pX8GeJ-PW-o,0.258155584
1gq4Xjjw1o0,0.201758191
UrPZWZsJ47c,0.00814272
meMa_Grp9gc,0.031195957
WnfDvTXZrjc,0.010694867
qc9yY7OIu8E,0.106677137
GV-sTw-LKTc,0.000505736
f7Dqt4Dw35E,0.05815658
NKMr5rHEu4w,0.000713012
el2RXArBBus,0.375064462
dqF24dPfUww,0.027937794
ClICGXp_BQI,0.687277377
pQKetLiQXKI,0.659436882
O8MSq40WOQU,0.013885381
sZQe59EScaw,0.000718786
xahse4bKwUI,0.025459599
qeNkPTIPIDY,0.011870385
TzZ9i781eEo,0.161143497
PfYUeHC5esc,0.305657446
mcVSEizrJEw,0.008566495
h6dsL_z7Hkg,0.538740635
7zErKeAAd_U,0.043013338
3eiAtk8w9oY,0.353865027
NJahJZ7YDdg,0.004419849
VGrtDkgYlkw,0.013209737
OQUzAft9Ej4,0.006089095
ll0UyMKeaHw,0.011210284
baESEyTyEvk,0.007057036
rPTLbGOtb84,0.073247306
DH6i00sHCak,0.001233543
pLBMr_ZQ6uU,0.017693335
hAyY4YdO4Pw,0.004453459
D4PNYLzyv-4,0.040293686
giHy5J7tets,0.902039468
ix7xa2ebCfc,0.016231429
rcHQbHbx9oU,0.009056934
8qQsLruaxac,0.008429127
AczWN0uTz9M,0.002963237
zfBZai6FEpA,0.318791687
mo5kig9Ew0A,0.213752374
WblwrqvkYVQ,0.049269758
ybuW1TNYQFg,0.001835023
4Bixf9yM4so,0.008639856
OD6Bo4Hh138,0.004836676
C7wsfg9QCDQ,0.739904642
NaOy7oUKeyI,0.308526695
Nio_poqaILY,0.103870094
VRxMEfb6_0w,0.166569933
hIAiTsMYQFQ,0.002403709
HbpJYx46QTo,0.003766367
39MDnEs8j4k,0.006392699
xJPhdWDpVUg,0.000773915
vkr3FZ7ciF8,0.030248223
QCZVFWJXVLM,0.003726939
gvza5zPJS6w,0.011520931
EYSk-pfnl3c,0.015088393
uaS_0l9hnh0,0.012656765
8SrEJihrx5Y,0.010859829
fvQoQsDk40M,0.033635166
OG2l6LCDhY4,0.004098047
-9jLjx5p-_g,0.048979908
SA4Dj_5rJ2Q,0.047087077
O55GjGmi8QY,0.016566332
4tzfyEyNnGM,0.05984541
31Ac43lZHlE,0.136962995
bwOJeyG-3xE,0.010216352
jo_2Oj-PKT8,0.002659763
cQdxrBTeuAI,0.025996521
Z5I0h4CZyiY,0.080151811
Q6p5LOmY7mo,0.035215996
_A4_RVbK08E,0.005624381
SqgOmOGGRcw,0.015350523
ZqBudwX0TwE,0.660887837
rAk3P_SYviY,0.002804405
jNehqpeawKo,0.055705257
5H9MOJDPYeQ,0.005185273
u4Vu7FwTh-w,0.627703905
FgOwwuO03Kk,0.083889984
KKyUa559PVk,0.211748958
nmQffbJdLHk,0.024443617
WoffP8C8E3k,0.001287971
lN5H11qrWEw,0.010519949
erZMZeYyNy0,0.005575257
v-SvHw6X0T0,0.024686331
Bmn4zRe9Dx0,0.084183358
EBRmZTP7D1A,0.065872975
WXSPaipZuI0,0.008102252
lnlr1IbgMUc,0.323909134
Ky9-BzAtJ60,0.013043048
HGjMz6VRaOQ,0.32426852
xxq7vDTL3X8,0.104974419
PIL67aBge8M,0.160034463
WClfFteiW4g,0.165852308
0T6bQPVCNo0,0.162356645
0gl_39Dh4b8,0.053418469
6SQGUYGbZiE,0.03990471
gPqmq6rX8pM,0.019276816
kjmrVShzXQc,0.002729474
sM4vKGe5vHY,0.004117089
fLTqHUuHuRg,0.47894299
ixn15ffcZLs,0.11218401
aLQvWoMxnBg,0.039591581
9FmZUwmVtVM,0.010314885
BAY7Mmr0u4U,0.292346716
C3tTnJo6Fcg,0.000108999
uAwYOKBQ6fU,0.242747113
QuBY28U0Cyc,0.000743947
KlsGngOK0lM,0.006751196
r1sIgNUFZNc,0.303441942
X3B_bq5QeCI,0.008865638
FNfQiMpoUMI,0.02775708
ozJcRzpkHgk,0.003034787
aUKLnVAPejo,0.168003783
jU0bP97RtOc,0.003152632
h_oLE2oD9_k,0.206255838
EZWVjMWrSco,0.000124671
NrqO09aJ7Gc,0.270387411
EDtgROtAX0U,0.010685226
EsyrX25bAGY,0.094278701
OHUBvwyLwdY,0.025489429
lUCv5_lGZDY,0.022673231
y9j5Hx0TnSA,0.085925989
MKtZ5zmzYlo,0.000690381
DJ54HW_JPXo,0.002499594
20i8dqHqrn4,0.06396009
a6_pC8zfHBE,0.00064443
a8y3KZbgIhQ,0.029497627
IJ13hIK0bk8,0.044629689
Uk0Zm8aB9vI,0.007938757
EEAWedID2hM,0.000324134
PuIYIqcGv2I,0.003248878
M0vMkTjDm80,0.008293868
fRniSO3t-38,0.006585079
IQUOhPai1eg,0.011736059
S5s2scUL-go,0.000548883
JbtvnSruBfQ,0.072950207
icHetDCQLgM,0.073342741
l6OsmIIuMdk,0.252443969
-0xFxHx4rhQ,0.602053702
4Xu8P8K7Iv4,0.038180746
FnrDBG0tcAg,0.037292518
qhPN0o66LgU,0.281695366
ykkaB_k50bQ,0.021940773
3e56NXUpi_I,0.000618041
DSVAEPTMq4U,0.001859897
ZSXEu2j5a8o,0.019154184
DxuDN4B741o,0.072965205
4T1ImtCl3Gk,0.067035019
CnNAOWorI4U,0.214727968
_JJrrEv9kgM,0.959358215
MvqRj8vfQ2g,0.02448306
LOmzaEMd1Mg,0.121791564
Aa-5F5nVZKc,0.284883589
B7fxvB1hZxw,0.000130577
KPfWi-d3o_g,0.003437676
Fl0myXY3cZ0,0.003131927
H-FPRAa-new,0.050306614
hoQGdexwkPs,0.00107951
a9mtrmp65jA,0.006424242
jd91oZ75Prk,0.000274026
ELAQgDENIJE,0.016228065
JUSp1cWyyjc,0.016418418
WSUk-zNeSlM,0.002090376
V5gN84kHHc4,0.108406387
DcByFjQ4QSw,0.018844826
IjUO-Iuc6vk,0.069827229
ixe5a7txb2Q,0.005482263
uGXY7bIFX5E,0.525866151
BU_59gZ-8ik,0.001982595
zbKUwaToq6g,0.643161356
3a7u1ZiiJhs,0.46841827
sVzi3E3615Q,0.658476472
WdEPDxgZGy4,0.132866055
gUrJVUZpmnU,0.0014171
9FH_0gxW8jQ,0.072631955
unxwvCKdO-I,0.678394377
19_DwaWcgOg,0.017069053
azUo5Zu8KqE,0.0025189
t6XE_OY8MYE,0.742555261
raq8MIuPnh0,0.003479497
Guhg39LItuQ,0.007394988
IUIhiU4_GtY,0.000234151
Kg7pq2e9wjs,1.19E-05
fjB2dc8gSQ0,0.024420571
DAkYABd5YbI,0.037357435
yhPS3SdncOg,0.001369143
4HWJKP2R-Yo,0.019788276
W9sv024TqWM,0.001339289
lwp609Sost0,0.638081133
ZMVkIEDCwiE,0.015480824
CXqJmHup1Sw,0.275313407
m07JP94DzPE,0.022577025
Q9NAYy8jxPc,0.580051601
DoVmFsPY-ok,0.045887377
m1KOEVJ9Xmw,0.017100811
M5FpRe4APGs,0.246803179
fzMtf58njns,4.06E-06
0p4tJZBKvlU,0.00036698
nrmIZ-_pNEQ,0.244729429
XaQmZ6rXFi8,0.010874673
X45rRrIlVuk,0.003996448
sJe1RtoXWcc,0.000125165
0LF6utThfnU,0.057663482
nWnTaZksFs4,0.029503565
JISufmQjAeg,0.043873463
yLsWYiFkHg0,0.011947441
LN12pRcPKZY,0.03519601
YGZg_tNS4ao,6.20E-05
_N5jKFzeXEw,0.578827202
IoVl2v9ONdY,0.017039094
dk7DHELW15o,0.003756322
GvDMahzwmW8,0.529576778
tjdiAoZPVjo,0.011577864
SLiW6MZnAlw,0.138101086
B-qNIYzTp9o,0.019531164
D1yZyM65J0k,0.794160664
GRNO4NbjR6k,0.031315897
ZG00OGLtCFs,0.021619439
V9IGCcNUmzA,0.065595485
bfSAy_z_SZo,0.046807986
5dbjhsfNRf0,0.486824602
Zs-PdrOTKbM,0.028765596
DIZ1US1GeJk,0.012968042
RAWndpAehkU,0.023916908
3h7Uk2-Yeeg,0.049249455
fnOUBLNlEjs,0.012265977
qfnvVwFm758,0.088020369
sHCJC2M25zs,0.000511497
_YbQdIg0oFE,0.100777976
OONISjvZjdY,0.109608941
VD3i5o45R8M,0.033186473
EP-m-2IRuRw,0.006576717
VOlcF5KYB3U,0.259402782
F0uBv0pPLRg,0.216542274
wA3UzzM064E,0.306243181
eSndU9US98s,0.191486716
A0hPgm_CBwM,0.009187471
SRJwv5th3No,0.00753504
cN8Cok4YEhA,0.025354737
JGkpzCwXt5A,0.002028232
J5SfatyQKbc,0.007311055
_Nc8T3jA7dA,0.280137062
MeAUso7buEI,0.013233197
8wxk653RLzA,0.038703132
kXuOMPIsg3I,0.009359828
M2hcRh43RQE,0.057500202
Ej75H2KC00k,0.040282588
bCO6ezAjFSk,0.004350822
faJGpXEttQg,0.175235301
HIFiO0FwMIw,0.070108533
XPGRNfeppAQ,0.014556577
Z-fPvrKTBUc,0.024560599
U1LIrme_gdU,0.047056187
HK1sGQKqp2g,0.007263369
r8hW1BUMLqo,0.000378106
esvAw__Ioog,0.045371827
PIwnR4lTkw0,0.099716209
7lzXRqzNBLQ,0.336240053
J0GYeWzTePE,0.0045631
aoKElJY3V04,0.006061488
bDPnH4OxYEg,0.199061796
GAlE4vrJjyw,0.000330358
yzXCcStgUwY,0.374621063
Q0ePzwCNvXk,0.011254384
DFQh4iIPCY4,4.66E-06
e3BJIz45Ou0,0.005950282
5TWC3T21tho,0.002018368
RRF6ixnxMCc,0.000678839
E7tIAvLzAP8,0.006642661
rr4JVfsJ60g,0.028597659
ReFhwX1cfv8,0.217252195
lwuRYLjuBQc,0.005140343
wumGY0uFFlc,0.001777523
HpVQUIdOEGs,0.003301512
BgLYlzHGOj8,0.044104271
5ysTW94zMhY,0.032902457
YymKtHeRkLc,0.021535993
7s73asyq8Pc,0.073935144
UHWfmnrJMrE,0.035940394
qJ6MAgZYvRs,0.200075194
R4adYuWpKPo,8.57E-05
A0UAVD5kxQY,0.11457371
RVfeWeEaAHQ,0.379409611
gceLGtAUZsM,0.697209358
6-7nwa3_pbI,0.242320567
qw2ocCWjwd8,7.01E-05
xESGlQYOC_k,0.366731048
R75NEqS0oAQ,0.274595231
x6DEXPzM2Qs,0.000631712
wqoU2J5Gg-o,0.007237977
VvmOTIwd1Xc,0.08119303
1iELOfWmwwk,0.020725507
WsCByCS49Do,0.344225109
ic8B0j-8nF0,0.002848816
0jvxxxXV_RM,0.00128101
skXqlxS7LVU,0.045590613
Z1SSUtsLcWE,0.155179337
l1p4yR9WFJs,0.014360344
z-GqkqPpHbg,0.166862145
VmoCT9c8lVg,0.490791053
cWw_D6y5-tM,0.000938045
8ZBWEZWw2ZI,0.001587388
L2ETKN31lls,0.258223712
2mxXHc4J-us,0.001586402
Voxg7SdPhIk,0.085267335
evXYb38gsfk,0.099056706
VVw9YcEU3Hg,0.198481515
_TLKMX74d2M,0.150245383
4rCtwhCp4HU,0.003919866
aPC4SDGGIkk,0.137686089
BSW7S1pcbpE,0.008958531
7Qv_9GVyPc8,0.068134703
OKioZRAdFO0,0.101882532
ka4USCFQtVY,0.104538374
nZz-c-XiVRo,0.485794485
KWitBKJhk78,0.169221506
70doda-Ou0s,0.011006494
thWf5tIVlYo,0.157144889
6O8LBgmU0HI,0.01121811
iJXo-DciZoo,0.111719094
qaIya2qTo5w,0.007942825
aL-Si2Ra4Ik,0.047007911
Ci4ex2zHN_U,0.025622534
ffjYk4aMtL4,0.00914357
hdEjaXPrmxc,0.002435067
H3O3sAvghqw,0.089912221
jMaJSVXIxbU,0.016869016
DvkoeDzl-tw,0.022963148
PvFgNR-y1Ig,0.001893076
qZ0PO0DaaRw,0.045690704
94euuMztCWM,0.227145761
bI9zPPLOWQA,0.426946908
qmC_f7wuzwo,0.000521156
nfFQORcPGfo,0.110231049
y22fDIt0bhk,0.02238589
69R0bdLCtXA,0.01040526
wNKPhxVbwPs,0.24540925
SdR-nXC-FIA,0.016493799
IlQ8dVYE38E,0.932857573
32ArghXvHDw,0.046642493
6NkvVz3HBJ0,0.054811168
MuejMpvA31U,0.083988942
fMSB2Hqjs6Q,0.069714293
kCLDkte7KFQ,0.006854536
eeC4581iFrU,0.02972986
gNllDvz-EWw,0.055046916
azOeTNhNhUU,0.007282063
oHCV7BLGG4E,0.050968375
OAkH18Bd_fA,0.335741282
grit1peceE8,3.09E-05
ZGFUykcJwXA,0.021602308
FtUG2RwDT0E,0.032185711
Z5psIzJ318c,0.019196151
O1LnaTHMVS0,0.880701542
F9_bmFAIssU,0.001926975
gyfJzR87zD4,0.001645645
Z4w36iaHe5U,0.57061094
qYgXRRTbcU8,0.021948567
yGdgceJW8kw,0.123882361
NJtvZTtwbqA,0.028055292
YP4byowLHOg,0.018222388
yaith7-Ehz4,0.101919636
7OL9lwyzcSA,0.000991719
NBdvS2kzdgw,0.013462378
fuNUDVKFR8Y,0.00073019
wkZiLzJXxW0,0.502312124
gc59bfiA2KU,0.000151376
bbGre0p9qc8,0.106789753
SR2Czr8oxPk,0.087612845
beZyQWaJjhg,0.029964864
PIC_tvTFwm4,0.27241841
Nhbbeu72EUA,0.000302972
evkjCKkre8A,0.008992082
3TO74dwrAhY,0.002003978
GjSCe6uRvnA,0.001651391
PwwuIH204Iw,0.020393955
IRrUZJnNhZU,0.000928198
GisNGua5cHs,0.164479911
gCqkBKQd1yY,0.020012543
VndO1qpq3kg,0.189845935
tfM0tb38RfE,0.678339899
qpG1w_6uPNk,0.000623181
Zx0KXI_ky34,0.218862593
QyWH_mb6KBE,0.007832384
5m3yKXFoL7M,0.007313184
X46bZCr-wXE,0.003869744
mcfAnAZPgcQ,0.057135507
XdYDW7f8My8,0.056039598
1V4l1LhvqFM,0.019521397
AeLhbNIjq3A,0.073202401
gxt3rkDMwd0,0.003853445
LjmBqnxlCN4,0.059302352
JDEaKltMrtg,0.009058572
GqmG-QqR4s0,0.005602179
JKDAakrJZfo,0.022903528
MkFDfTPLbTk,0.240856543
YfRBPAXfat4,0.055142988
xI92ZBSqJbA,0.038675733
rCWhhkmvYl0,0.005957865
mlh9oFmEBE8,0.144419059
3bjV7kr1bsQ,0.041174024
w5GbnSTvYj8,0.005333609
bcD6rmlVvOc,0.175234362
WUi9NMI0hHs,0.019762089
_jYLMS2n8Hg,0.001233824
0yt6-RYk3rU,0.014078166
Fb3NgZu7PA4,0.015245528
ZqLbGzBORz8,0.002091648
37C93SVkdAQ,0.002288977
rUEdFfJ0wOI,0.173391208
DAHvPusxP98,0.002957101
fB4XF55hghU,0.029106883
_PKHOq0gmc8,0.014587218
pmIbsJEmkxk,0.002672139
NhdOV4Wx9v8,0.000690122
5BkTNqkIrew,0.001112878
f9RFT4AprWA,0.007996297
F_DEkjGg8Ns,0.103256263
UvEbDt0ZG68,0.036419865
iP8aWnCRQ9g,0.068245322
_8P0YjetZpw,0.007348177
53aStoOAIwE,0.663738549
6ZTkuDdlNPA,0.001992811
Hvj2oiPhmi0,5.49E-05
otCipDlcnH0,0.261765897
8_osNiTXGKI,0.001417066
mQGuRb3iR18,0.017462576
6XRhX6LHYwo,0.054895911
RTMybW-Vr4o,0.347469687
ga__Y-xC6qE,0.407872766
M4LPpDbjx2U,0.431109607
77eu2Y6dJqA,0.013200983
le9iupNNNhI,0.011337033
btlZEuPJr0I,0.00455835
gmnKU3gIgM4,0.010926114
a8RtF_YG_Wg,0.053657576
qsapFXvnq9M,0.00061375
sOFxdiTcKRY,0.022121137
skeXuLQAmvk,0.159146622
-6kJM4jixuc,0.00650139
jmQQkQMwEHE,0.332867801
SUw-wEW_MIo,0.038085967
spoyy_OGTYw,0.411117166
FRvpS2uFuOI,0.018910868
FvrcUXv7XhA,0.065000847
pWw2j9awiQE,0.587100804
KKorR5XI9DY,0.025040835
O1_HK7UxJzE,0.009149105
uqgUSPKmDIY,0.268247575
rWKF8iRbkbg,0.128788441
PPM6BB-WZ-s,0.057570431
RnyE5M82EFc,0.00835892
c4lxDUV9qyE,0.000497741
IAph9gy7lIk,0.10264644
-4G0tvGApKQ,0.004712
FiU0NohRgwk,0.061381556
AqDbd4hDAIw,0.02089919
p8g9hZk_wN4,0.008686943
Nt7zbkvYn6M,0.030215997
RSyC2ZMRREU,0.006080847
G86-grthcWU,0.00855844
99yO3r8cy00,0.002580924
aLRX46vsNRQ,0.013951079
8DxyNtnTUCw,0.027229236
QxBRRUeB7PM,0.03844567
AyykHw6cWHc,0.357307017
VPmYdqYLJxA,0.569856763
a_wb9fSAh0k,0.067743041
GUVKiscFGm0,0.025804948
apa_HQtUIA0,0.015600759
xAMdj7-b6MM,0.312464118
iBvKCuCpVPQ,0.259825915
_TqARjtlFI8,0.001097201
b1QtvLLh35g,0.034890313
yR1S_dKo-1Q,0.01480181
2l-P8fICnVU,0.04583323
gk65Z5CJNxw,0.026108861
blVN7bIimRg,0.705776513
5vVcEVLPe1A,0.016907668
Yc9oY8uuC7Y,0.84699446
c-hpB551mr0,0.020477228
bNxKCKtRbow,0.024812981
otzFxDQWHUk,0.076508254
K_Hs3IPfF0s,0.004090752
_RsFKynEzSg,0.017633324
otl1OMmNLqU,0.571712434
jZj3h7kMhyg,0.010505416
eufeeozDPi8,0.066831209
kXnGLRC_v3E,0.02855058
fYys0iqHk1g,0.002306178
N2Y3GItyhgY,0.294240475
9n9FH_-y7D4,0.00852506
P9mpT1hFoRY,0.077056549
Q8ZIZvDAVRU,0.325486064
SEjoT2zu7R4,0.32560128
ZP08HBE_0TU,0.542671382
_nb7H8tKjWg,0.133881643
VmxqhFfZs_U,0.003705952
SDObunem7ME,0.011622982
6t-8etJouH4,0.037537269
87LgnF5BzsY,0.025954053
8lCmTynw8ms,0.956300199
9av2E0SJ0i4,0.008032743
IrtOCliJaHo,0.000242486
36ZEFYV9CCQ,0.01321103
uFMzJCwHR70,0.017308585
0dHGcSXAQO4,0.013331193
N2IutonJ3yE,0.104305111
lrH89YO6I4Y,0.046585679
jLl4VITYp2s,0.297431171
Jb1CS9NCF5s,0.01210733
EdDL5oIpPvs,0.008737752
Was5c92MJfU,0.00394175
U0YZ51_euJA,0.883428097
m61BcGx39Hc,0.095395871
hx-2BpNP9zA,0.635816276
KJz0ZkKMWTQ,0.060893543
HlUPluyjUKU,0.01073968
vF5leIzduJM,0.213850349
dZne80FTsxM,0.001505984
u9IL9kJpAUM,0.027964845
p3X4O8QEqjM,0.154892385
vai418w2hZM,0.006074213
BYazI6CyFzg,0.079796053
0UDE_1GMqOU,0.005468673
aZk2KUAXqo4,0.199847922
J0MX98cqvSM,0.023539981
fSXF8jvUIJY,0.2045362
KOYdsc-r7VU,0.001821138
Z4pm_Gjlars,0.09376695
rJJSUVQC9Sw,0.399479926
_vdcCn7YaL0,0.179517686
_m0vFtKQvL8,0.01391741
6igzxNuan0k,0.313582897
hrarTBMUM-s,0.008919995
fpoCuFk01gc,0.344158322
w0xt6O_9eYY,0.003449561
gxah7dEA7Fk,0.000439827
ucAbletR7So,0.003569277
Jd12n1yIryY,0.018354943
hswcF0CUI58,0.045205649
UIltlw-p2Wg,0.015730944
YSeix87REfw,0.311124027
Vy4Nu-82ukU,0.075852096
fJfKQXup_To,0.004877586
1zmHv9wmhdQ,0.051236223
j1PIO-CG-oU,0.015500169
GNJR3KshtGg,0.03167979
RKIYwat5ZuI,0.10581705
XulZsd9NM6Y,0.039585814
LRotpdDRE00,0.003488682
3WCNh93ByP0,0.009335287
ocDOu4bBNUs,0.000122437
HmZYxSgcDZ0,0.03063301
9-mCsiU5JyY,0.017674044
4NUPXMi-wus,0.808761775
A3H4Xu_KVfw,0.009150501
hjlh_tthzPk,0.015374065
czv4oqAJJSY,0.216714427
6XzFLo5_yA8,0.989115357
ZlQrGLUXVpY,0.017234392
tsTEpmWkMoU,0.048903313
kU91RbEuH-4,9.81E-05
Iq-QjnpelFo,0.138112828
NbseUX4BA5A,0.014432983
q3ub19BcKik,0.645735919
GYtXm5hh-YI,0.393760592
l_Q_LQ_RTgI,0.711093187
0zxyOGdP7oM,0.000561869
TyQJQ1jhqEI,0.98789537
tdjPRaTNH_M,0.001498532
4FFIJJ0sbac,0.122621208
eCtJCgOYn0U,0.487861335
hp-cXZ8T5Gk,0.001910618
A69pqAJupk8,0.040059552
_pD1Rr40j9Q,0.167996541
1rpPYm6vZ5s,0.110986605
M7QVrP-mg_w,0.009786011
32qrFhNARVQ,0.408534348
Y4ThxcHjYKY,0.003547847
Ca_Y7qMbfgE,0.197386459
hv5nSd2_2fI,0.001169646
sYrIMdOBHkg,0.14656651
9GGiiS1GHxA,0.019485598
X9-3HDuEZ_M,0.260936886
X8YGBQJto6s,0.009755258
Xo_dtHWBMWI,0.075429343
grPHBrG-wog,0.001065791
DDNpk7bm7fo,0.001599651
ERkJg4McAx8,0.082054429
XGMU9qi3gbI,0.043035664
hEXdzIhN-SE,0.508556247
gghk5pxdtmE,0.356712162
PaJaOk6d41c,0.009190312
1Dp8LptvHVw,0.006850551
xRBLO2cAQ1w,0.010362903
vwRmHVV_5Wo,0.040107731
urZlBzWXZ78,0.053604577
cVOgx4fck8o,0.003750205
77WPX2oiI7M,0.007501303
JF7EWfS4ufo,0.129912943
1VE6im3ywb8,0.009733191
yjrv0J4MBSw,0.000684864
KodV68DDCVU,0.003104733
qbCTlu-bJto,0.007199178
fO-eL-_REuc,0.127566814
nZwTcauIkBo,0.121363632
nIMMH_8BYtA,0.00097919
uY5QTPtKi7g,0.065678336
4Q8DaevZOr8,0.018381841
lkV5-UZDV34,0.012849914
Gv2zUOaxkkM,0.006345376
Qaysj1ovBlE,0.627650023
AC_DTqZKOzk,0.007885536
LU7J6_QgC5I,0.777865171
1RvKeTDt1F0,0.002127504
nJ3iAT3UP3k,0.246015415
ZZLb67qFXVM,0.036047623
FZ6BDSmDuj0,0.006617129
y1JTTfzTW20,0.033789597
7CRJ_D6Jm8A,0.294818163
IoX-86aWydE,0.107463241
x2BjaqwxhFE,0.001148398
ugdNU-jgwAQ,0.035078753
_yJ0vUFBw9g,0.316185325
wp-CflKb9wc,0.000231217
7jyv0cvVbR4,0.346343637
fom9KcvG4iI,0.140212655
l0x2IWphJ3o,0.147121668
hr90paEwxNg,0.157346338
1ZHYeE60Jgg,0.155141294
WyNg9770UL4,0.01391222
D9jRBc8K4GY,0.375486434
FI7h0YvnvPY,0.022675682
Efe2eLpml50,0.086129986
UoPtTYX-IYU,0.313164502
bO_X7XApDnM,0.015575164
PrlH_Wjy-3c,0.000712219
N2ZLtu_9qkg,0.063850157
j2CA7QqLVAg,0.021257108
SyynhtkeCDc,0.002949671
2N1gQSGzM4Q,0.054797035
d-MJnApCljk,0.004518068
4l7Lq3AZqzE,0.006886063
NGlFkToTmUs,0.844354868
2G8UEk0dp4A,0.015471961
GTAC1D0rW9Q,0.111531474
CkcdsSUajCQ,0.397796631
cBB5FQebMFc,0.939871013
_H4sdSkt5pE,0.004268431
rlYJ5SelgWg,0.493961126
0KS4_OxG8Ao,0.720914841
gRCCouEIkgU,0.013909343
CrBQhonXO8Q,0.000501173
9OjR1oV4wZI,0.527974606
W8ZljBjoiWA,0.007058372
92Hy4z2bCi4,0.376941323
mlMTnHfnrUg,0.016638305
D_AXPx6oJFo,0.013626014
Qh5rzNXj9Bo,0.003347535
aZoO9Db2yEg,0.937402546
W5Yn29lhrLc,0.027508322
YLXXWkoRqX8,0.124259256
pSAQnreKhDw,0.29492712
3nIXpWV5OrM,0.023312565
Jgtdh07DH_4,0.46843344
VigF1SzD8ZA,0.148628965
