,LikeCount,DislikeCount,ViewCount,CommentCount,ContainsText,nsfw_score,Title-Clickbait,subscriberCount,channelVideoCount,channelViewCount,isSponsored,hasDiscount,is_english,is_Abs,is_Chest,is_Back,is_Legs,is_Arms,PublishedYear,ChannelAge
0,40408,10312,13577683,8236,0,0.503699421883,0.923196077,47571,23,16245729,0,0,1,1,1,0,0,0,2010,2009
1,37867,1486,9986096,2563,0,0.91159260273,0.106192619,109298,6,47779958,0,0,1,0,1,1,1,1,2012,2011
2,17688,1291,8532402,1515,0,0.263382911682,0.155738309,218558,19,75698414,0,0,1,0,0,0,0,0,2012,2011
3,46293,2589,8301027,1490,0,0.569089591503,0.075479172,1145468,585,186804665,0,0,1,1,1,0,0,0,2013,2006
4,24784,1134,7141821,575,0,0.287760406733,0.351646572,158091,22,9908854,0,0,1,0,1,1,0,1,2011,2009
5,20440,1465,6799110,2397,0,0.21205560863,0.733218908,54796,17,26195188,0,0,1,0,1,1,1,1,2012,2010
6,31829,2825,6124445,5547,0,0.477641046047,0.284832537,51143,160,9067014,1,0,1,0,0,0,1,0,2015,2015
7,36295,1225,5889151,706,0,0.0752067789435,0.156158358,34901,29,6214958,0,0,1,1,0,1,0,0,2010,2009
8,43314,1361,5772008,3966,0,0.0596956163645,0.631520689,0,222,60442150,0,0,1,0,0,1,0,0,2015,2015
9,9894,689,4200458,1024,0,0.0521411821246,0.141160712,84244,94,37412806,0,0,1,0,0,0,0,0,2013,2010
10,8073,412,3985155,795,0,0.0550022386014,0.457915843,2119,14,4007874,0,0,0,0,0,0,0,0,2009,2009
11,10613,420,3837392,2653,0,0.413780272007,0.70290488,683751,427,144194789,1,0,1,1,0,1,0,0,2012,2011
12,25866,1351,3793297,2400,0,0.481778293848,0.296844304,1521387,972,280585867,0,0,0,1,0,0,0,0,2014,2008
13,8807,2094,3669026,4598,0,0.475846379995,0.639557123,7780,1,3670089,0,0,1,1,0,0,0,0,2012,2009
14,24879,813,3503826,1909,0,0.248410016298,0.239622429,113295,145,15099358,0,0,1,1,0,0,0,0,2013,2006
15,4686,353,3477038,901,0,0.547986507416,0.197526515,8963,23,5852831,0,0,1,0,0,0,0,0,2011,2011
16,9551,986,3227567,4291,0,0.202312156558,0.33378619,1663194,1427,301276414,0,1,1,1,0,1,0,0,2009,2009
17,13466,339,3193775,1301,0,0.123036302626,0.648925483,230247,673,27414360,0,0,1,1,0,0,0,0,2010,2008
18,15630,496,3191046,1928,0,0.832853853703,0.037317142,157791,47,50255277,0,0,1,0,0,0,0,0,2012,2010
19,36521,325,3052099,1971,0,0.0726132914424,0.207983777,3948599,514,519091728,0,0,1,0,0,0,1,0,2015,2009
20,19938,509,2841452,1241,0,0.519693255424,0.203933358,254328,133,114368130,0,0,0,0,1,0,0,1,2015,2015
21,40481,1134,2800849,7306,0,0.0991624593735,0.749936938,1847055,1889,391047831,0,0,1,0,0,0,0,0,2013,2010
22,3421,236,2749000,376,0,0.567997515202,0.135593981,557644,3342,440794333,0,0,1,0,0,0,1,0,2007,2006
23,3389,255,2644609,781,0,0.364232718945,0.641806543,155575,738,117096772,0,0,1,1,0,0,0,0,2008,2006
24,71623,2153,2593612,4780,0,0.727367043495,0.153230369,3955957,456,849033773,0,1,0,0,0,0,0,0,2015,2008
25,13377,514,2437573,1533,1,0.329449027777,0.172678426,1133537,543,136849650,0,0,0,0,0,0,0,1,2012,2011
26,13157,377,2310511,484,0,0.261448860168,0.619839191,4210699,597,556909973,0,0,0,0,0,0,1,0,2013,2010
27,20980,259,2276803,761,0,0.0394121445715,0.613206804,3948599,514,519091728,0,0,1,0,0,0,0,1,2015,2009
28,5912,223,2211906,456,0,0.120246231556,0.372491032,3878,1,2213079,0,0,1,1,0,0,0,0,2009,2009
29,4643,266,2053767,1740,0,0.02953960374,0.503188431,166538,214,49639194,0,0,1,0,0,0,0,0,2008,2008
30,8376,254,2053101,1753,0,0.0429836474359,0.146365032,157791,47,50255277,0,0,1,0,0,0,0,0,2011,2010
31,14988,1276,2050146,1049,0,0.528338909149,0.487369508,705178,862,102413060,0,1,1,0,0,0,0,0,2015,2012
32,6439,1357,2024954,2859,0,0.006631010212,0.020971837,658,1,2034446,0,0,1,0,1,0,0,0,2013,2013
33,723,7079,1985423,0,0,0.126052349806,0.493403643,239,3,2019622,0,0,1,0,1,0,0,0,2009,2009
34,4526,181,1966685,956,0,0.770340383053,0.142433226,37631,37,44040453,0,0,1,0,0,0,0,0,2009,2009
35,5853,959,1956363,677,0,0.334446370602,0.268904775,329482,309,136577340,0,0,0,0,0,0,0,0,2014,2008
36,27346,213,1946880,2591,1,0.0390953235328,0.193342924,3948599,514,519091728,0,0,1,0,0,0,0,0,2015,2009
37,60580,681,1859733,1809,0,0.726395845413,0.678507984,3955957,456,849033773,0,1,0,0,0,0,0,0,2014,2008
38,17531,368,1710077,2078,1,0.00435409136117,0.606095135,1545511,554,348641481,0,0,1,0,0,0,0,0,2015,2011
39,8493,335,1666110,499,0,0.00614875089377,0.272791445,218558,19,75698414,0,0,1,0,0,0,0,0,2014,2011
40,3740,352,1660956,1071,0,0.68399232626,0.984813511,235982,664,55522476,0,0,0,0,0,0,0,0,2010,2009
41,4701,184,1652327,909,0,0.447886824608,0.471644461,4392,10,2197117,0,0,0,1,1,0,1,0,2013,2013
42,37597,574,1645606,1216,1,0.80445754528,0.627594709,4100457,855,586655242,0,0,1,0,0,0,0,1,2014,2006
43,5209,383,1623800,153,0,0.111924305558,0.055968788,15255,410,8125476,0,0,0,0,0,0,0,0,2013,2011
44,8985,655,1604576,1110,0,0.525814116001,0.299926192,156550,991,38685512,0,0,1,0,0,0,0,0,2015,2012
45,4732,302,1601121,130,0,0.012507526204,0.828014731,561326,364,450697849,0,0,0,0,0,0,0,0,2014,2007
46,11616,10160,1584282,101,0,0.857074677944,0.029257413,118061,116,18718607,0,0,0,0,0,0,0,0,2011,2010
47,18176,1006,1575794,2836,0,0.0047041666694,0.604063869,726482,527,69459929,0,0,1,0,0,0,0,0,2012,2012
48,9956,374,1565350,140,1,0.0204118322581,0.927818477,387534,564,47643775,0,0,1,0,0,1,0,0,2014,2011
49,1572,340,1550394,109,0,0.154331341386,0.646870732,2122,106,1825333,0,0,1,0,0,0,0,0,2011,2008
50,13849,1266,1550328,2638,0,0.0990213528275,0.249475211,1847055,1889,391047831,0,0,1,0,0,0,0,1,2013,2010
51,2914,173,1543332,360,0,0.035570692271,0.021724796,573372,670,243566121,0,0,1,0,1,0,0,0,2008,2006
52,18671,771,1529387,964,0,0.732591927052,0.139858827,220891,104,18367726,0,0,1,0,0,0,0,1,2015,2013
53,16470,851,1509612,912,0,0.655677318573,0.853732646,1371002,685,166828626,0,0,0,0,0,0,0,1,2014,2011
54,4759,254,1478587,115,0,0.711363255978,0.139858827,44460,45,14775849,0,0,0,0,0,0,0,0,2013,2010
55,4223,258,1474850,621,0,0.323134690523,0.131987244,5720,28,3577087,0,0,1,0,1,1,0,0,2013,2009
56,5535,557,1457424,182,0,0.276956260204,0.137571409,3957,47,1493841,0,0,0,0,0,0,0,0,2011,2011
57,12411,180,1432221,444,0,0.350784182549,0.812312305,835707,155,71562681,0,0,0,0,1,1,1,0,2013,2012
58,72137,1120,1370302,4630,0,0.354974091053,0.575341761,3955957,456,849033773,0,1,0,0,0,0,0,0,2015,2008
59,763,80,1368639,327,0,0.193078488111,0.373014212,245,32,1529898,0,0,1,0,0,0,0,0,2008,2008
60,3393,493,1366091,571,0,0.917189121246,0.841477215,1145468,585,186804665,0,0,1,1,0,0,0,0,2011,2006
61,17962,480,1348862,314,0,0.210227683187,0.909388602,258417,1052,54253282,0,0,0,1,0,0,0,0,2013,2012
62,12229,497,1321044,821,0,0.549143850803,0.865778923,1504326,412,216065885,0,0,1,0,0,0,1,0,2014,2012
63,2219,263,1303324,891,0,0.107055351138,0.417348325,242414,867,66588120,0,0,1,0,0,1,1,0,2009,2006
64,10093,341,1298127,314,0,0.160932913423,0.110694289,203490,287,75998617,0,0,1,1,1,0,0,1,2015,2010
65,6197,399,1292642,709,0,0.438158601522,0.121808611,83640,668,15856125,0,0,1,1,1,0,0,0,2013,2006
66,7181,348,1265148,401,0,0.547483086586,0.198777825,329482,309,136577340,0,0,0,0,0,0,0,0,2014,2008
67,3345,194,1221511,127,0,0.0281782578677,0.033941008,496931,2554,124881098,0,0,0,0,0,0,0,0,2011,2006
68,1100,71,1202951,785,0,0.0151506662369,0.625559151,282,37,1744214,0,0,1,0,0,0,0,0,2006,2006
69,10578,134,1201417,481,0,0.233475312591,0.02630412,271760,587,36691593,0,0,1,0,1,0,1,0,2012,2009
70,7494,231,1197770,1094,0,0.148343086243,0.209967956,1223383,260,143684674,0,0,1,0,0,0,0,0,2013,2013
71,3438,150,1181760,219,0,0.316589593887,0.596909523,477588,350,101843785,0,0,1,0,0,0,0,1,2014,2008
72,4970,816,1174982,806,0,0.0501671023667,0.176136464,1125210,8715,499166796,0,0,1,0,0,0,0,0,2012,2008
73,4025,333,1153587,395,0,0.176969572902,0.254072845,1145468,585,186804665,0,0,1,1,0,0,0,0,2013,2006
74,3684,144,1140818,209,0,0.167826861143,0.656208038,54796,17,26195188,0,0,1,0,0,0,0,0,2011,2010
75,12764,554,1131841,2429,0,0.00751399435103,0.158983037,1847055,1889,391047831,0,0,1,0,0,0,0,0,2013,2010
76,2933,199,1125779,1168,0,0.0565558969975,0.519772887,4501435,463,514523774,0,0,1,1,0,0,0,0,2011,2009
77,2235,294,1113671,355,0,0.79810321331,0.561743796,4675,90,3027413,0,0,1,0,0,1,0,0,2011,2011
78,3282,157,1109113,287,0,0.290491938591,0.34896189,84244,94,37412806,0,0,1,0,0,0,0,0,2013,2010
79,1337,102,1097079,160,0,0.86779910326,0.379517764,2792,75,2650082,0,0,0,0,0,0,0,1,2010,2008
80,2989,201,1091619,431,0,0.537046194077,0.394064546,477588,350,101843785,0,0,1,0,0,0,0,0,2013,2008
81,5322,282,1088979,170,0,0.161104056807,0.161104056807,60691,101,7370597,0,0,0,0,0,0,0,0,2014,2013
82,27496,954,1081068,3774,0,0.0183380581439,0.210449412,6709222,1614,1131457091,1,1,1,0,0,0,1,0,2015,2013
83,8098,260,1049863,714,1,0.00858906563371,0.172678426,1133537,543,136849650,0,0,0,0,0,0,0,0,2012,2011
84,11173,158,1019894,222,0,0.0195345170796,0.885588825,4210699,597,556909973,0,0,0,1,0,0,0,0,2013,2010
85,3462,229,1006676,634,0,0.247712403536,0.212084785,1663194,1427,301276414,0,1,1,1,0,1,1,0,2011,2009
86,6366,163,1005366,1210,0,0.111666016281,0.421800405,4501435,463,514523774,0,0,1,1,0,0,0,0,2012,2009
87,483,90,988239,311,0,0.134042739868,0.04006676,1864,14,2163493,0,0,1,0,0,0,0,1,2008,2008
88,2950,125,967813,440,0,0.311297386885,0.094948351,157791,47,50255277,0,0,1,0,0,0,0,0,2010,2010
89,5474,2900,931883,1049,0,0.027141302824,0.282043368,258152,351,59169375,0,1,0,0,0,0,0,0,2013,2007
90,11106,385,907509,919,1,0.0151625880972,0.29090631,1133537,543,136849650,0,0,0,0,0,0,0,0,2012,2011
91,5230,305,891864,96,0,0.00519965821877,0.44934538,332650,415,304239568,0,0,0,0,0,0,0,0,2012,2007
92,16607,344,887292,752,0,0.0916481986642,0.486163527,3955957,456,849033773,0,1,0,0,0,0,0,1,2015,2008
93,3369,142,884180,197,0,0.234710738063,0.719726563,578,1,884218,0,0,1,1,0,0,0,0,2012,2012
94,3693,286,883860,254,0,0.502837896347,0.475354195,19625,49,8508895,0,0,0,0,0,0,0,0,2015,2011
95,7053,262,876286,1087,0,0.00186087773181,0.089719072,1765827,1505,329479006,0,0,1,0,0,0,0,0,2013,2007
96,4549,113,853268,381,0,0.732186734676,0.712012947,1145468,585,186804665,0,0,1,1,0,0,0,0,2011,2006
97,2883,197,849226,338,0,0.343539267778,0.081940629,1371002,685,166828626,0,0,0,0,0,0,0,1,2013,2011
98,3692,315,843604,463,1,0.00804821494967,0.990105331,183321,158,23602338,0,0,1,0,0,0,0,0,2014,2010
99,4968,1861,842681,749,0,0.192560270429,0.662617326,343325,518,55675649,0,0,0,0,0,0,0,0,2014,2013
100,11146,230,820030,980,0,0.292970240116,0.178472444,130630,544,20520009,0,1,0,0,0,1,0,1,2013,2010
101,2120,111,819092,838,0,0.0771954655647,0.156986192,455,16,1156975,0,0,0,0,0,0,0,0,2012,2010
102,2522,66,814591,531,0,0.00632649380714,0.472662717,619748,993,109382924,0,0,1,0,1,1,1,0,2013,2006
103,7694,169,800606,1169,0,0.575176537037,0.572484374,1765827,1505,329479006,0,0,1,1,0,0,0,0,2012,2007
104,7231,180,797834,888,0,0.854418158531,0.111778118,1765827,1505,329479006,0,0,1,0,0,1,0,0,2013,2007
105,3186,120,790400,623,0,0.494217544794,0.225424737,4501435,463,514523774,0,0,1,1,0,0,1,0,2011,2009
106,1195,43,776021,275,0,0.0005299692275,0.573096037,195558,956,48089433,0,0,0,0,0,0,0,0,2008,2006
107,3650,126,765380,284,0,0.363854438066,0.064377531,477588,350,101843785,0,0,1,0,0,0,0,0,2015,2008
108,4406,245,759497,662,0,0.387485444546,0.879095137,51649,286,10482505,0,0,1,1,0,1,0,1,2012,2011
109,5056,202,755553,253,0,0.0182710345834,0.952585638,41565,140,12052009,0,0,0,0,0,0,0,0,2015,2008
110,6161,213,754449,1039,0,0.175219088793,0.424832225,1765827,1505,329479006,0,0,1,0,1,0,0,0,2011,2007
111,933,187,750997,824,0,0.220836237073,0.778609812,375,3,769925,0,0,1,0,1,0,0,0,2010,2010
112,1713,34,740082,401,0,0.0419536307454,0.473760724,536,38,928909,0,0,1,1,0,0,0,0,2008,2006
113,14864,496,737065,856,0,0.171744897962,0.320139229,33710,91,3475769,0,0,0,0,0,0,1,0,2015,2015
114,13267,186,714490,454,0,0.0363305918872,0.409960449,4100457,855,586655242,0,0,1,1,0,0,0,0,2015,2006
115,8572,547,706586,1877,0,0.485829174519,0.147374123,1765827,1505,329479006,0,0,1,0,0,1,0,0,2014,2007
116,3434,110,706010,160,0,0.0842969939113,0.64943862,2560,142,836424,0,0,0,0,0,0,0,0,2013,2013
117,27134,797,698035,661,0,0.741017341614,0.585623801,3955957,456,849033773,0,1,0,0,0,0,0,1,2015,2008
118,5345,303,688118,2101,0,0.000734581204597,0.310494393,8662755,529,1510353316,0,0,1,0,0,1,0,0,2010,2010
119,9141,200,688023,764,0,0.234449446201,0.015010715,853382,399,88179344,0,0,1,0,1,0,0,1,2014,2013
120,5682,211,687488,135,0,0.0793559923768,0.065432295,82905,46,10253939,0,0,1,0,0,0,1,0,2013,2012
121,4319,240,686677,1446,0,0.0206378027797,0.291312367,9590,35,4693886,0,0,1,0,1,1,0,0,2012,2011
122,7077,159,685847,328,1,0.127606064081,0.092029512,4210699,597,556909973,0,0,0,1,0,0,0,0,2012,2010
123,8520,275,684049,900,0,0.014154589735,0.061019361,1765827,1505,329479006,0,0,1,0,0,0,0,0,2012,2007
124,389,33,683164,30,0,0.00683780666441,0.199123576,4568,35,4514199,0,0,0,0,0,0,0,0,2009,2008
125,6309,136,679198,1096,0,0.00309598445892,0.013890383,1021969,616,284156948,0,0,1,0,0,0,0,0,2014,2011
126,9310,868,677191,706,0,0.0894611850381,0.934263468,13401,54,955675,0,0,1,0,0,0,0,0,2015,2013
127,5890,114,670479,277,0,0.203388541937,0.066808626,286100,317,20684292,0,0,0,0,0,0,1,0,2012,2007
128,3863,138,655170,730,0,0.390088915825,0.860646546,130630,544,20520009,0,1,0,0,1,0,1,1,2011,2010
129,3819,582,653802,302,0,0.0277978628874,0.083128326,309975,1003,103550455,0,0,0,0,1,0,0,1,2015,2012
130,9742,186,649802,1309,0,0.0210047774017,0.126392454,1765827,1505,329479006,0,0,1,0,0,0,0,0,2013,2007
131,1278,175,647227,104,0,0.000514549610671,0.577191889,383,21,667553,0,0,1,0,0,0,0,0,2010,2009
132,2440,78,645433,364,0,0.467719227076,0.151804537,7417,17,3806519,0,0,1,0,0,0,0,0,2013,2013
133,3423,154,643639,431,0,0.212761178613,0.1424326,1133537,543,136849650,0,0,0,0,0,0,0,0,2013,2011
134,4229,169,642403,903,0,0.0221788808703,0.528090537,1765827,1505,329479006,0,0,1,0,0,0,0,0,2012,2007
135,4382,372,641130,438,0,0.0257352013141,0.838961899,164241,1058,39713800,0,0,0,0,0,0,0,0,2013,2010
136,21970,992,640542,760,0,0.642634212971,0.965574026,3154468,855,483037953,0,0,0,0,0,0,0,0,2014,2010
137,1024,781,640266,843,0,0.0545609407127,0.125646159,1802,13,903917,0,0,0,0,0,0,0,1,2009,2009
138,443,25,635548,181,0,0.30480286479,0.204990178,2757,365,37480475,0,0,0,0,0,0,0,0,2007,2007
139,2258,349,628998,737,0,0.204141810536,0.360498041,3493,3,2595488,0,0,1,0,0,0,0,0,2014,2014
140,1964,106,628011,159,0,0.64356315136,0.120186619,54796,17,26195188,0,0,0,0,0,0,0,0,2012,2010
141,6463,204,627242,1804,0,0.0064641116187,0.602514684,645375,418,75983833,0,0,1,0,0,0,0,0,2012,2012
142,3033,172,625436,767,0,0.0553932599723,0.276952207,1661,33,715661,0,0,1,0,0,0,0,0,2012,2010
143,4201,216,618734,737,0,0.192482978106,0.911832869,0,1197,240675927,0,0,1,1,0,0,0,0,2013,2006
144,4944,194,618191,101,0,0.730375826359,0.013623943,853382,399,88179344,0,0,1,0,0,0,0,1,2014,2013
145,1228,173,618142,174,0,0.678387999535,0.600774229,1803,4,1143738,0,0,1,0,0,0,0,1,2011,2011
146,4367,115,610206,1078,0,0.944153249264,0.18251586,573372,670,243566121,0,0,1,1,1,1,0,0,2011,2006
147,1303,77,610017,342,0,0.2508482337,0.628553748,791,51,770808,0,0,0,0,0,0,0,0,2011,2011
148,2177,67,602607,242,0,0.333188652992,0.071130544,1145468,585,186804665,0,0,1,1,1,1,1,1,2010,2006
149,1584,53,601386,31,0,0.067100122571,0.652295768,123143,96,68162446,0,0,0,0,0,0,0,0,2014,2011
150,4259,126,600150,524,0,0.164864018559,0.044723347,242414,867,66588120,0,0,1,0,0,0,1,0,2012,2006
151,8842,154,598519,1229,0,0.0305843949318,0.020479869,571652,619,69513586,0,0,1,0,0,0,1,0,2013,2011
152,27272,450,598504,1405,1,0.127763032913,0.418070763,3955957,456,849033773,0,1,0,0,0,0,0,0,2015,2008
153,2881,1478,594400,184,0,0.0520722977817,0.05664226,8025,30,1872292,0,0,1,0,0,0,0,0,2015,2014
154,4144,47,593576,283,0,0.00305622559972,0.777109623,249008,119,38921358,0,0,1,0,0,0,0,0,2013,2011
155,2774,59,588835,366,0,0.111215755343,0.063146494,157791,47,50255277,0,0,1,0,0,0,0,0,2011,2010
156,11678,130,580938,694,0,0.00416672322899,0.800552845,343961,246,30573674,0,0,1,0,0,0,1,0,2012,2009
157,1958,218,579540,336,0,0.973709106445,0.165244728,602123,469,72519507,0,0,1,1,0,0,0,0,2011,2009
158,4016,125,578945,401,0,0.150178655982,0.204253137,118084,382,17027782,0,0,0,0,0,0,0,0,2013,2010
159,846,91,576662,361,0,0.0274086073041,0.231957674,343338,865,64292856,0,0,1,0,0,0,0,0,2008,2008
160,410,53,574368,81,0,0.0163054149598,0.1424326,11739,37,4445422,0,0,0,0,0,0,0,0,2009,2009
161,4049,222,572330,115,1,0.00366141158156,0.660682201,5100,5,632194,0,0,1,1,0,0,0,0,2013,2011
162,989,57,568641,427,0,0.271480381489,0.381976664,11848,391,30461067,0,0,1,0,0,0,0,0,2006,2006
163,1711,180,567999,379,0,0.340493917465,0.116167612,1663194,1427,301276414,0,1,1,1,0,0,1,0,2013,2009
164,2705,579,566199,1230,0,0.068141207099,0.726378024,1883,5,586333,0,0,1,0,0,0,0,0,2014,2013
165,14002,194,565488,668,0,0.772800385952,0.081611544,341451,37,19160175,0,1,0,0,0,0,0,0,2015,2011
166,3494,183,565323,151,0,0.887461781502,0.295037001,41565,140,12052009,0,0,0,0,0,0,0,0,2014,2008
167,2509,77,565311,742,0,0.101586222649,0.356261879,1133537,543,136849650,0,0,0,0,0,0,0,0,2011,2011
168,1408,68,560575,259,0,0.363736689091,0.895660996,255369,61292,522303866,0,0,1,0,0,0,0,0,2011,2006
169,692,23,560306,64,0,0.145718559623,0.621559441,279292,633,52459687,0,0,1,0,0,0,0,0,2008,2008
170,7551,194,552566,834,0,0.459813714027,0.128159255,619748,993,109382924,0,0,1,0,0,0,1,0,2014,2006
171,3081,84,547216,144,0,0.0535014718771,0.892091095,202533,87,54783333,0,0,0,0,0,0,0,0,2012,2008
172,1888,994,546283,839,0,0.00692653795704,0.116781622,0,27,1021939,0,0,1,0,0,0,0,0,2014,2014
173,7286,126,545660,2036,0,0.0366570204496,0.222639412,1847055,1889,391047831,0,0,1,0,0,0,0,0,2012,2010
174,7727,88,538496,1154,0,0.0580592900515,0.172384679,1765827,1505,329479006,0,0,1,0,0,0,0,0,2012,2007
175,8461,529,538093,2934,0,0.0184750948101,0.0214363,1223383,260,143684674,0,0,1,0,0,0,0,0,2013,2013
176,1225,24,529043,138,0,0.684545040131,0.204879329,148,7,920772,0,0,1,0,0,0,0,0,2010,2006
177,3240,244,528848,777,0,0.0261161364615,0.182586879,19296,66,2577965,0,0,1,0,0,0,0,0,2013,2013
178,5376,1637,527002,479,0,0.860640347004,0.900706291,394432,2384,140848063,0,0,0,0,0,0,0,0,2015,2012
179,3024,134,526978,217,1,0.152185812593,0.779589534,183321,158,23602338,0,0,1,0,0,0,0,0,2014,2010
180,22318,950,526684,2747,0,0.376280456781,0.054039579,1388629,1333,237901246,0,0,0,0,0,0,0,0,2015,2011
181,10423,156,525288,1012,0,0.337046861649,0.455637157,892788,480,75710929,0,0,0,1,0,0,0,0,2014,2013
182,4235,77,524073,505,0,0.0022311587818,0.450929731,7554,233,1361366,0,0,1,0,0,0,0,0,2011,2010
183,2006,169,519644,145,1,0.105136312544,0.210404798,64011,340,22079361,0,0,0,0,0,0,1,0,2014,2008
184,1923,52,518154,52,0,0.0772659108043,0.144340292,123143,96,68162446,0,0,0,0,0,0,0,0,2014,2011
185,947,22,516991,56,0,0.0198920853436,0.451075226,140737,2353,48056406,0,0,1,1,0,0,0,0,2010,2006
186,4888,192,515112,101,0,0.0383525788784,0.013861979,263770,264,20549154,0,0,1,0,0,0,0,1,2014,2010
187,445,706,514372,1009,0,0.127276405692,0.762437224,699,9,1175356,0,0,0,1,1,0,0,1,2010,2006
188,3567,76,512813,263,0,0.00352029060014,0.080230989,580334,555,56709225,0,0,1,1,0,0,1,1,2012,2011
189,9201,819,505705,2587,0,0.323149979115,0.709914267,6931844,1377,3167696592,1,0,1,0,0,0,0,0,2015,2014
190,5603,262,499884,1231,0,0.10410734266,0.934875846,127667,40,9712497,0,0,0,0,0,0,0,0,2013,2012
191,2391,48,494543,199,0,0.0302773136646,0.359782249,7964,14,2462444,0,0,1,0,0,1,0,1,2012,2011
192,853,46,494509,276,0,0.038427092135,0.052235488,6864,239,3117983,0,0,1,0,0,1,0,0,2009,2006
193,4740,863,491733,793,0,0.332952350378,0.583884358,4501435,463,514523774,0,0,1,1,0,0,0,0,2013,2009
194,1071,546,487662,459,0,0.00869503989816,0.519806862,181,6,490126,0,0,0,0,0,0,0,0,2012,2011
195,5789,90,485912,1018,0,0.80304312706,0.657901943,1765827,1505,329479006,0,0,1,0,0,0,0,0,2013,2007
196,734,21,484509,404,0,0.0569881610572,0.06719622,1230,127,2874911,0,0,1,0,0,0,0,0,2009,2008
197,9028,152,484033,406,0,0.147092342377,0.982121348,4100457,855,586655242,0,0,1,1,0,0,0,0,2014,2006
198,1515,81,481900,137,0,0.524884939194,0.169100702,4045,112,2615078,0,0,1,0,0,0,0,0,2013,2011
199,4880,130,480418,1089,0,0.687295913696,0.225514427,1765827,1505,329479006,0,0,1,0,0,0,0,0,2012,2007
200,3130,177,479587,942,0,0.00302762468345,0.301495761,384704,488,85846735,0,0,1,0,0,0,0,0,2011,2010
201,12383,96,478006,1198,1,0.00342722516507,0.985130727,116869,17,3260205,0,0,0,0,0,0,0,0,2012,2012
202,4328,81,470797,58,0,0.135606855154,0.075971611,319263,120,28593356,0,0,1,0,0,1,0,1,2015,2011
203,675,45,467691,410,0,0.0502140000463,0.246973351,448,11,1454010,0,0,1,0,0,0,0,0,2008,2008
204,6227,363,462574,906,0,0.0222310610116,0.946473598,1170229,543,127664726,0,0,0,0,0,0,0,1,2015,2011
205,968,33,458276,142,0,0.222675383091,0.146365032,183,6,461864,0,0,1,0,0,0,0,0,2011,2008
206,1543,36,454903,110,0,0.227137982845,0.404984832,306,3,504024,0,0,1,0,0,1,0,0,2011,2011
207,1233,227,453868,418,0,0.866815626621,0.045103759,1371002,685,166828626,0,0,0,0,0,0,1,0,2012,2011
208,4294,53,449922,112,1,0.341315537691,0.39005512,835707,155,71562681,0,0,0,0,0,1,1,0,2013,2012
209,8935,135,449856,656,0,0.0839669704437,0.551227987,742896,874,129614368,0,1,1,0,0,0,0,1,2014,2011
210,419,286,449107,347,0,0.0834336951375,0.012792663,135,37,476453,0,0,1,0,0,0,0,0,2006,2006
211,4946,271,448473,225,0,0.0584173239768,0.904650629,4028,6,482422,0,0,0,0,0,1,0,0,2014,2010
212,2309,47,446692,60,0,0.00772678432986,0.206736445,4138597,21755,4276104344,0,0,1,0,0,0,0,0,2010,2005
213,308,76,445618,162,0,0.357282698154,0.542689502,18143,124,3298774,0,0,1,0,0,0,0,1,2007,2007
214,6435,111,445581,568,0,0.0374056175351,0.332588762,1847055,1889,391047831,0,0,1,0,1,0,0,1,2014,2010
215,4609,88,444675,421,0,2.48608830589e-05,0.792821407,174527,84,37995290,0,0,1,0,0,0,0,0,2015,2009
216,301,56,439551,118,0,0.0340082272887,0.1346232,522,25,3056811,0,0,1,0,0,0,0,0,2006,2006
217,89,222,438220,216,0,0.299413323402,0.115184136,137,25,958745,0,0,1,0,0,0,0,0,2008,2007
218,2675,37,436965,417,0,0.628153383732,0.082382038,3669,61,4045410,0,0,0,0,0,0,0,0,2012,2007
219,2164,62,436818,447,0,0.0661777034402,0.656816423,20272,110,3652224,0,0,1,0,1,0,0,0,2015,2013
220,8816,99,434177,384,0,0.532764256001,0.382702082,311593,185,32066918,0,0,0,0,0,0,0,0,2015,2011
221,8921,127,433408,1535,0,0.465473175049,0.567335486,1847055,1889,391047831,0,0,1,0,0,0,0,0,2013,2010
222,2452,113,428583,896,0,0.266880333424,0.415623009,4501435,463,514523774,0,0,1,1,0,0,0,0,2012,2009
223,4456,94,426846,884,0,0.0462710186839,0.131214038,1765827,1505,329479006,0,0,1,0,0,0,0,0,2012,2007
224,2500,412,426540,282,0,0.556810259819,0.935741186,343338,865,64292856,0,0,1,0,0,0,0,0,2014,2008
225,2101,55,425149,190,0,0.0384232364595,0.331190377,501713,302,189603740,0,0,1,0,0,0,0,0,2015,2011
226,1965,45,422747,332,0,0.264047473669,0.081699111,78194,2525,43857647,0,0,0,0,0,0,1,0,2011,2010
227,3536,207,422574,283,0,0.613052308559,0.956032753,235982,664,55522476,0,0,0,1,0,0,0,1,2014,2009
228,5542,125,421807,199,1,0.311706244946,0.805150926,4100457,855,586655242,0,0,1,1,0,0,0,0,2015,2006
229,1853,31,420473,385,0,0.0966827198863,0.332890451,2012,16,1482477,0,0,1,0,0,0,0,0,2011,2010
230,937,38,419541,341,0,0.146938338876,0.239057884,67013,4488,37432771,0,0,1,0,0,1,0,0,2013,2011
231,4834,148,418907,279,0,0.00455064978451,0.079249613,3955957,456,849033773,0,0,0,0,0,0,0,0,2014,2008
232,8168,156,418790,369,1,0.0526410862803,0.587697804,473375,149,30678940,0,0,0,0,0,0,0,0,2013,2013
